name	simplitigs	cum len	kmers	superstr coef	genome frac
ngonorrhoeae.1000genomes.bc18.fa	189977	6530876	3301267	1.978283601168515	3.1261313354305442
ngonorrhoeae.100genomes.bc18.fa	81877	3972647	2580738	1.539335194545782	1.901585066276583
ngonorrhoeae.1050genomes.bc18.fa	195525	6662938	3339013	1.9954711398220442	3.1893453906996427
ngonorrhoeae.10genomes.bc18.fa	44840	3090424	2328144	1.3274099170976577	1.4792917988592347
ngonorrhoeae.1100genomes.bc18.fa	198761	6737713	3358776	2.005992331173728	3.225137904691153
ngonorrhoeae.1102genomes.bc18.fa	198982	6742797	3360103	2.006713153101675	3.2275714605739054
ngonorrhoeae.120genomes.bc18.fa	84762	4041505	2600551	1.5540854920924967	1.934545292668123
ngonorrhoeae.140genomes.bc18.fa	85700	4062282	2605382	1.5591784598059644	1.9444906094611905
ngonorrhoeae.150genomes.bc18.fa	87221	4096062	2613305	1.5673774605655177	1.960660066132982
ngonorrhoeae.15genomes.bc18.fa	53711	3300169	2387082	1.3825019406400825	1.5796903391086408
ngonorrhoeae.160genomes.bc18.fa	90908	4183661	2638225	1.5857760584510443	2.00259103815762
ngonorrhoeae.180genomes.bc18.fa	92206	4215909	2648407	1.5918557602559107	2.0180271731117925
ngonorrhoeae.1genomes.bc18.fa	17754	2383218	2081400	1.1449978548267838	1.1407738363065094
ngonorrhoeae.200genomes.bc18.fa	95618	4296401	2670895	1.6085895005151798	2.0565562407975784
ngonorrhoeae.20genomes.bc18.fa	55966	3353392	2401970	1.3960908198087667	1.6051665674225177
ngonorrhoeae.220genomes.bc18.fa	96198	4309190	2673824	1.611610413633421	2.0626779453972097
ngonorrhoeae.240genomes.bc18.fa	97082	4329244	2678850	1.6160727650906148	2.0722771841211913
ngonorrhoeae.250genomes.bc18.fa	103874	4486197	2720339	1.649121291478027	2.147405802623492
ngonorrhoeae.25genomes.bc18.fa	61108	3484430	2445594	1.4247686978836782	1.6678904650944606
