name	simplitigs	cum len	kmers	superstr coef	genome frac
11	90190	1906113	1004213	1.8980973349544872	0.8581011698025719
12	127854	2992270	1585876	1.8868116076366097	1.3470714419161622
13	86476	2955672	1917960	1.5410402237363214	1.3305956156600933
14	38420	2551545	2052085	1.243383600588276	1.1486641921564478
15	14531	2301585	2098151	1.0969513837090983	1.0361362526251343
16	5972	2203650	2114070	1.0423658462171579	0.9920475033932603
17	3197	2171601	2120449	1.0241154652399356	0.977619563186671
18	2154	2160524	2123906	1.0172327339550444	0.9726328773721872
19	1907	2160686	2126360	1.0161344784417445	0.9727058071457673
20	1764	2161987	2128471	1.0157374476741727	0.9732914962533454
21	1576	2161915	2130395	1.0147858515829076	0.9732590830206431
22	1569	2165147	2132198	1.0154430665893137	0.9747140770219442
23	1530	2167566	2133906	1.0157634184471078	0.9758030716039823
24	1361	2166860	2135557	1.014647074799352	0.9754852418499853
25	1376	2170123	2137099	1.0154413199427454	0.9769541915486998
26	1354	2172449	2138599	1.01581624446373	0.9780013190384975
27	1230	2172020	2140040	1.0149313152024284	0.9778081901936465
28	1225	2174486	2141411	1.0154326205101432	0.9789183434136987
29	1197	2176250	2142734	1.0156284272355025	0.9797124676149038
30	1095	2175775	2144020	1.0147972364437567	0.9794986303158264
31	1076	2177495	2145215	1.0150332479507003	0.9802729464303802
32	1066	2179424	2146378	1.0153815046433368	0.981141350956528
