name	simplitigs	cum len	kmers	superstr coef	genome frac
11	8158	2178680	2097100	1.0388963859787994	0.0006788674891296424
12	42015	8830614	8368449	1.0552256926602983	0.0027515820375883875
13	425922	37491664	32380600	1.1578429709728773	0.011682244204276078
14	3906935	164614745	113824590	1.4462140930990113	0.051293259502022494
15	18576178	594250667	334184175	1.7782129931946002	0.18516599877903375
16	63357948	1750056619	799687399	2.1884258628584594	0.5453102533530584
17	120696452	3324704492	1393561260	2.3857612501568966	1.0359638820671615
18	110470049	3712016862	1834026029	2.0239717260809282	1.1566487812403998
19	69428997	3322586663	2072864717	1.6028960341206249	1.0353039754927054
20	40438649	2960432870	2192098539	1.3505017186366854	0.9224583826875729
21	26093586	2779123489	2257251769	1.2311978231862197	0.8659631450964077
22	19681794	2713179770	2299862096	1.179714101095392	0.8454153606850207
23	16633874	2698668815	2332723587	1.156874652697014	0.8408938083754923
24	14957580	2704804863	2360780523	1.1457248186761362	0.8428057750245361
25	13918910	2719981252	2385927412	1.1400100484866549	0.8475346737588545
26	13079178	2736010932	2409031482	1.1357306552653568	0.8525294543659889
27	12373084	2752195256	2430495072	1.1323599287506154	0.8575724213905821
28	11780504	2768631534	2450557926	1.1297963921280094	0.8626938962177696
29	11234073	2783956356	2469402312	1.127380626034395	0.8674690460481709
30	10711224	2797803542	2487178046	1.1248907225913045	0.8717837707398792
31	10210401	2810297590	2503985560	1.1223297774648935	0.8756768633440365
32	9750528	2822195228	2519928860	1.1199503438686516	0.879384117110369
