species	genomes
serratia_plymuthica	6
serratia_sp	17
shewanella_baltica	9
shewanella_sp	11
sphingobacterium_sp	7
sphingobium_sp	10
sphingomonas_sp	19
sphingopyxis_sp	7
staphylococcus_aureus	464
staphylococcus_epidermidis	20
staphylococcus_haemolyticus	8
staphylococcus_pseudintermedius	10
staphylococcus_schleiferi	6
staphylococcus_simulans	6
stenotrophomonas_maltophilia	37
stenotrophomonas_sp	9
streptococcus_agalactiae	81
streptococcus_anginosus	6
streptococcus_dysgalactiae	9
streptococcus_equi	8
streptococcus_gordonii	6
streptococcus_iniae	6
streptococcus_mutans	16
streptococcus_pneumoniae	53
streptococcus_pyogenes	140
streptococcus_salivarius	13
streptococcus_sp	18
streptococcus_suis	42
streptococcus_thermophilus	28
streptomyces_sp	76
streptomyces_venezuelae	10
sulfitobacter_sp	8
synechococcus_sp	25
synechocystis_sp	9
taylorella_equigenitalis	6
ureaplasma_parvum	10
variovorax_sp	7
vibrio_alginolyticus	26
vibrio_anguillarum	14
vibrio_campbellii	10
vibrio_cholerae	58
vibrio_coralliilyticus	6
vibrio_fluvialis	10
vibrio_furnissii	6
vibrio_harveyi	6
vibrio_mimicus	6
vibrio_parahaemolyticus	54
vibrio_sp	12
vibrio_vulnificus	19
weissella_cibaria	9
wolbachia_endosymbiont	17
wolbachia_pipientis	7
xanthomonas_phaseoli	6
yersinia_pestis	31
yersinia_pseudotuberculosis	21
